sink chair chair,kitchen
chair tv chair chair chair chair chair chair,dining room
chair chair chair chair chair wine glass chair chair dining table dining table chair dining table,dining room
bed,bedroom
couch cat,living room
person person person person tie person person tie person tv person,lecture room
chair vase potted plant chair chair chair dining table chair,kitchen
potted plant bottle bottle,kitchen
person person person person person person bottle person,classroom
bed book,bedroom
person person person person person person chair person person person dining table person person person person person person dining table,classroom
chair couch,dorm room
person person person,classroom
sink,kitchen
person person person person,lecture room
sink sink,kitchen
vase,dorm room
pizza person person dining table person bowl cup,dining room
person bottle microwave,kitchen
toilet toilet sink,bathroom
laptop person cow person,computer room
microwave microwave microwave,kitchen
person person person person person person person person person person person person,classroom
bed umbrella,bedroom
person person person person person person person person person person,lecture room
person person person person person person person person person clock,classroom
bed chair table chair table,bedroom
person person person tv person person person chair person,lecture room
motorcycle potted plant microwave bottle,kitchen
chair couch,living room
toilet,bathroom
chair bottle dining table refrigerator,kitchen
